File Name,Heuristic,Weighted,Nodes Expanded,Moves Required,Solution Cost,Estimated Branching Factor,Search Time
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.15961840000818484
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.16564899997320026
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.16474370000651106
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.1653356999740936
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.1678527000185568
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.16450959999929182
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.17243170001893304
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.16928450000705197
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.16622010001447052
3x3x2.csv,Sliding,True,454,30,123,1.503616410121636,0.17185179999796674
